Date,MMM,ABT,ABBV,ABMD,ACN,ATVI,ADBE,AMD,AAP,AES
2019-11-19,161.8070526123047,82.346435546875,82.37371826171875,184.33999633789065,193.9413146972656,52.67681884765625,300.6000061035156,41.290000915527344,160.4600067138672,17.74874496459961
2019-11-20,159.04835510253906,81.95565795898438,80.6895980834961,185.25,193.3252716064453,53.4776496887207,300.1000061035156,40.97999954223633,160.22225952148438,17.863998413085938
2019-11-21,157.91043090820312,81.75048828125,80.06036376953125,186.66000366210935,192.4158935546875,53.082176208496094,298.79998779296875,39.52000045776367,156.8442840576172,17.767953872680664
2019-11-22,160.26275634765625,81.80911254882812,79.6254653930664,182.0,192.29856872558597,52.43953704833984,299.29998779296875,39.150001525878906,156.38858032226562,18.08489799499512
2019-11-25,162.78717041015625,82.54181671142578,81.20780181884766,187.57000732421875,193.9608612060547,53.121726989746094,305.2799987792969,39.790000915527344,157.6565704345703,18.036874771118164
2019-11-26,161.8213653564453,83.45037078857422,81.17078399658203,194.25999450683597,196.4640655517578,53.55674362182617,307.8999938964844,38.9900016784668,155.61590576171875,18.0080623626709
2019-11-27,163.14097595214844,83.45037078857422,81.73524475097656,196.7899932861328,196.7867584228516,53.86323547363281,309.0599975585937,39.40999984741211,157.2900390625,18.142520904541016
2019-11-29,162.33773803710938,83.47967529296875,81.18003845214844,196.17999267578125,196.69876098632807,54.20927429199219,309.5299987792969,39.150001525878906,155.60598754882812,18.161731719970703
2019-12-02,160.90341186523438,82.56135559082031,80.53228759765625,192.22000122070312,195.16358947753903,53.61606597900391,302.75,38.72999954223633,155.08099365234375,18.17133331298828
2019-12-03,157.93910217285156,82.4148178100586,79.53292846679688,191.1499938964844,194.3421936035156,53.97199249267578,303.9100036621094,38.900001525878906,151.17794799804688,18.09449958801269
2019-12-04,159.8228759765625,83.21590423583984,80.6895980834961,193.88999938964844,195.1537933349609,53.2700309753418,302.510009765625,39.68999862670898,150.9005889892578,18.15212631225586
2019-12-05,157.1741485595703,83.2745132446289,80.24544525146484,189.07000732421875,195.4178009033203,54.367462158203125,303.0299987792969,39.619998931884766,150.8609619140625,18.065689086914062
2019-12-06,163.96331787109375,83.50898742675781,80.48603057861328,189.22000122070312,198.05795288085935,54.5849723815918,306.2300109863281,39.630001068115234,153.16909790039062,17.979249954223633
2019-12-09,162.39511108398438,81.93611907958984,79.98634338378906,181.69000244140625,197.5494842529297,53.77425384521485,307.04998779296875,38.93000030517578,150.147705078125,18.04648208618164
2019-12-10,160.3201141357422,82.61019897460938,80.09737396240234,179.75,197.40280151367188,55.30670547485352,304.1700134277344,39.43999862670898,154.7045440673828,18.373023986816406
2019-12-11,161.35284423828125,82.95213317871094,80.22692108154297,178.8699951171875,197.81349182128903,55.84059143066406,303.739990234375,39.470001220703125,154.43707275390625,18.161731719970703
2019-12-12,161.1807098388672,83.9876937866211,82.10537719726562,179.14999389648438,199.3975372314453,57.89704895019531,305.9599914550781,42.59000015258789,154.65499877929688,18.18094062805176
2019-12-13,161.400634765625,84.35893249511719,81.28181457519531,181.8500061035156,202.0767822265625,57.98603057861328,317.94000244140625,41.150001525878906,153.75357055664062,18.17133331298828
2019-12-16,163.27484130859375,84.40777587890625,82.75310516357422,176.30999755859375,200.45358276367188,57.94647979736328,323.79998779296875,42.34999847412109,152.0595703125,18.60352897644043
2019-12-17,162.49073791503906,85.05255126953125,83.35457611083984,178.92999267578125,198.8890686035156,57.60044097900391,322.8500061035156,42.77000045776367,156.49752807617188,18.17133331298828
2019-12-18,161.63014221191406,84.92555236816406,82.66057586669922,177.00999450683594,201.1967315673828,58.35184097290039,324.3800048828125,42.29999923706055,156.5470733642578,18.41144371032715
2019-12-19,164.61354064941406,85.33586883544922,82.14238739013672,169.42999267578125,203.6804351806641,58.460594177246094,327.6300048828125,42.83000183105469,155.0705108642578,18.77640724182129
2019-12-20,167.6925811767578,84.66178894042969,82.6235580444336,162.88999938964844,206.4183349609375,58.54957580566406,327.6099853515625,44.150001525878906,156.6957244873047,19.0261173248291
2019-12-23,170.65687561035156,85.33586883544922,83.51188659667969,170.44000244140625,206.15431213378903,58.22330856323242,328.95001220703125,45.459999084472656,158.52906799316406,19.035722732543945
2019-12-24,168.9452362060547,85.26748657226562,83.1417465209961,172.3000030517578,206.91700744628903,58.14421463012695,329.6400146484375,46.540000915527344,159.12368774414062,18.97809600830078
2019-12-26,168.85916137695312,85.26748657226562,83.12324523925781,171.00999450683594,207.3472595214844,58.22330856323242,331.20001220703125,46.630001068115234,157.83538818359375,19.141372680664062
2019-12-27,169.49984741210938,85.38471984863281,82.54027557373047,169.27000427246094,207.5134735107422,58.51991271972656,330.7900085449219,46.18000030517578,156.92367553710938,19.18939208984375
2019-12-30,168.1324462890625,84.7985610961914,81.91104888916016,167.2899932861328,205.96849060058597,58.21342468261719,328.3399963378906,45.52000045776367,157.68670654296875,19.247018814086918
2019-12-31,168.69662475585938,84.85717010498047,81.9295654296875,170.58999633789062,205.90008544921875,58.74731063842773,329.8099975585937,45.86000061035156,158.7173614501953,19.1125545501709
2020-01-02,172.11988830566406,84.9450912475586,82.86415100097656,168.80999755859375,205.4893798828125,57.98603057861328,334.42999267578125,49.09999847412109,157.97412109375,19.23741340637207
2020-01-03,170.6377410888672,83.90953826904297,82.07760620117188,166.82000732421875,205.14712524414065,58.00579833984375,331.8099975585937,48.59999847412109,157.98402404785156,19.016511917114254
2020-01-06,170.80030822753906,84.34915924072266,82.72534942626953,179.0399932861328,203.8075256347656,59.06369018554688,333.7099914550781,48.38999938964844,155.3876190185547,19.23741340637207
2020-01-07,170.11181640625,83.8802261352539,82.25342559814453,180.3500061035156,199.4073181152344,59.65689468383789,333.3900146484375,48.25,153.5443878173828,19.304643630981445
2020-01-08,172.72232055664062,84.22216033935547,82.83639526367188,178.69000244140625,199.7984771728516,59.20210266113281,337.8699951171875,47.83000183105469,151.78041076660156,19.266225814819336
2020-01-09,173.26736450195312,84.44686126708984,83.4748764038086,183.6000061035156,201.57809448242188,58.668216705322266,340.45001220703125,48.970001220703125,151.49301147460938,19.45831298828125
2020-01-10,172.56932067871094,83.39175415039062,82.41072845458984,189.05999755859372,203.0545959472656,58.28263092041016,339.8099975585937,48.16999816894531,147.66778564453125,19.38147735595703
2020-01-13,172.99960327148438,83.15729522705078,81.91104888916016,168.10000610351562,204.9418029785156,58.56935119628906,345.6300048828125,48.75,143.9515838623047,19.506332397460938
2020-01-14,173.42990112304688,84.1187515258789,82.71759033203125,172.72999572753906,203.12306213378903,59.37017822265625,344.6300048828125,48.209999084472656,147.5587921142578,19.592771530151367
2020-01-15,171.90951538085938,85.72774505615234,83.71171569824219,177.9199981689453,203.4469757080078,58.964820861816406,342.94000244140625,48.54999923706055,148.85699462890625,19.65039825439453
2020-01-16,173.08566284179688,86.61073303222656,83.71171569824219,181.44000244140625,205.1353454589844,59.74587631225586,345.3800048828125,49.77000045776367,150.57139587402344,19.756046295166016
2020-01-17,173.41079711914062,87.3171157836914,82.530029296875,181.27999877929688,205.35130310058597,60.54670715332031,349.739990234375,50.93000030517578,149.68942260742188,19.68881607055664
2020-01-21,171.53659057617188,88.0333251953125,82.5206527709961,189.91000366210935,205.30221557617188,60.72466659545898,350.0,51.04999923706055,147.6578826904297,19.660001754760746
2020-01-22,170.2361297607422,90.12303161621094,81.78913116455078,184.4199981689453,205.5574188232422,59.63711929321289,350.0599975585937,51.43000030517578,146.3200225830078,19.592771530151367
2020-01-23,169.95883178710938,89.01441192626953,79.96971893310547,184.4600067138672,206.80404663085935,59.44927597045898,351.760009765625,51.709999084472656,148.3813018798828,19.74644088745117
2020-01-24,170.35089111328125,88.6906509399414,78.34725952148438,182.97999572753903,204.7328948974609,58.7275390625,351.3699951171875,50.34999847412109,140.40380859375,19.573562622070312
2020-01-27,167.9412078857422,87.89596557617188,78.79740905761719,181.4499969482422,202.7500457763672,57.65976333618164,346.8999938964844,49.2599983215332,137.80743408203125,19.285436630249023
2020-01-28,158.3311767578125,87.8469009399414,78.56295013427734,187.00999450683597,206.37217712402344,59.35040283203125,354.6300048828125,50.52999877929688,137.3317413330078,19.38147735595703
2020-01-29,154.90789794921875,87.45446014404297,78.02838897705078,188.8500061035156,204.1341094970703,59.716217041015625,351.6600036621094,47.5099983215332,137.30201721191406,19.51593589782715
2020-01-30,155.3955841064453,87.4740982055664,76.69664764404297,186.8500061035156,204.5365447998047,60.20066833496094,356.739990234375,48.77999877929688,134.0515594482422,19.51883888244629
2020-01-31,151.71412658691406,85.4922866821289,75.98389434814453,186.2899932861328,201.43472290039065,57.81795120239258,351.1400146484375,47.0,130.5632781982422,19.209325790405277
2020-02-03,149.7347412109375,85.4137954711914,77.184326171875,185.9499969482422,203.97705078125,57.55100631713867,358.0,48.02000045776367,131.45516967773438,19.64457893371582
2020-02-04,150.35629272460938,86.56168365478516,79.11627197265625,190.8999938964844,208.62005615234372,58.5396842956543,366.739990234375,49.45000076293945,130.37498474121094,19.93475341796875
2020-02-05,155.2234344482422,87.86652374267578,81.24517059326172,190.72999572753903,208.3157501220703,58.18376159667969,365.5499877929688,49.84000015258789,135.78578186035156,20.079835891723636
2020-02-06,155.75892639160156,87.77822875976562,81.76099395751953,196.00999450683597,210.2200469970703,59.57780075073242,367.4599914550781,49.31999969482422,133.15966796875,19.905733108520508
2020-02-07,153.0719451904297,86.20848846435547,86.5533676147461,186.91000366210935,207.6875,60.83342361450195,366.0899963378906,49.72999954223633,131.7326202392578,19.82835578918457
2020-02-10,153.13888549804688,86.63035583496094,88.86044311523438,174.0800018310547,208.63967895507807,60.93228912353516,370.0,52.2599983215332,129.50289916992188,19.847700119018555
2020-02-11,155.3382110595703,87.48390197753906,90.03276062011719,175.82000732421875,208.23719787597656,60.49726867675781,369.2799987792969,53.79999923706055,130.92001342773438,20.10885429382324
2020-02-12,156.62908935546875,87.11109161376953,91.71149444580078,166.94000244140625,208.0899658203125,62.08904266357422,374.2900085449219,53.88999938964844,133.110107421875,20.27328491210937
2020-02-13,154.14935302734375,87.00315856933594,89.42315673828125,164.8000030517578,208.49241638183597,61.88142395019531,374.8399963378906,54.52999877929688,133.4569549560547,20.14754295349121
2020-02-14,155.35545349121094,87.96464538574219,88.20397186279297,167.22000122070312,208.4629821777344,62.80089569091797,379.6700134277344,55.310001373291016,132.3866729736328,20.24426651000977
2020-02-18,153.30027770996094,87.19938659667969,87.79130554199219,169.0,209.8274078369141,63.018402099609375,378.8500061035156,56.88999938964844,140.53265380859375,20.340991973876957
2020-02-19,153.7440948486328,87.6703109741211,88.28837585449219,167.89999389648438,211.9476623535156,63.64127349853516,383.2799987792969,58.900001525878906,138.85784912109375,20.22492408752441
2020-02-20,152.9915008544922,86.78732299804688,88.3727798461914,168.0800018310547,209.96481323242188,63.27545928955078,378.9599914550781,57.27000045776367,141.1966094970703,20.118526458740234
2020-02-21,151.41873168945312,85.79642486572266,89.0573959350586,166.74000549316406,207.9917907714844,62.662479400634766,372.9500122070313,53.27999877929688,139.3434600830078,20.070165634155277
2020-02-24,147.1925811767578,83.02974700927734,87.35053253173828,165.2899932861328,200.6003570556641,61.60459518432617,357.4100036621094,49.119998931884766,138.64976501464844,19.586544036865234
2020-02-25,141.69276428222656,79.59593200683594,83.63668060302734,158.8000030517578,193.47390747070312,58.8362922668457,347.79998779296875,47.56999969482422,136.36056518554688,18.74504852294922
2020-02-26,143.72865295410156,79.82158660888672,82.91455078125,154.08999633789062,192.07020568847656,58.697872161865234,351.3399963378906,47.4900016784668,133.328125,18.077655792236328
2020-02-27,144.88650512695312,77.69261169433594,80.11039733886719,153.97000122070312,183.0100250244141,57.669654846191406,337.5199890136719,44.0099983215332,132.9218292236328,17.69076156616211
2020-02-28,143.99880981445312,75.57345581054688,80.38236999511719,150.25999450683594,177.26763916015625,57.4719123840332,345.1199951171875,45.47999954223633,131.78216552734375,16.181873321533203
2020-03-02,147.6460723876953,80.06685638427734,83.17713928222656,155.10000610351562,186.0627899169922,59.9040641784668,360.2799987792969,47.459999084472656,131.79208374023438,17.62305450439453
2020-03-03,140.13929748535156,76.51529693603516,82.12676239013672,149.17999267578125,178.86766052246094,58.08489227294922,348.3399963378906,46.75,129.1560516357422,16.858936309814453
2020-03-04,148.5723419189453,80.53777313232422,86.04692840576172,154.22999572753906,185.385498046875,61.84187698364258,363.8500061035156,50.11000061035156,131.70289611816406,17.245834350585938
2020-03-05,146.09262084960938,78.9974594116211,84.97779083251953,154.50999450683594,179.20138549804688,60.82353591918945,351.0299987792969,48.11000061035156,125.77676391601562,16.181873321533203
2020-03-06,148.25393676757812,80.19438934326172,83.29904174804688,157.0800018310547,175.46148681640625,59.29108428955078,336.7699890136719,48.59000015258789,126.7578582763672,16.268922805786133
2020-03-09,139.00074768066406,75.56363677978516,79.96971893310547,156.3699951171875,161.0908203125,56.70074081420898,305.7900085449219,43.27000045776367,129.185791015625,14.102313041687012
2020-03-10,147.91624450683594,79.35064697265625,82.0892333984375,164.72999572753906,171.34857177734375,60.022705078125,332.3800048828125,45.380001068115234,133.982177734375,14.71167278289795
2020-03-11,142.0690460205078,76.61341094970703,79.5758285522461,151.1300048828125,162.0724334716797,58.65833282470703,315.2300109863281,45.70000076293945,124.48848724365234,13.696073532104492
2020-03-12,128.8887939453125,73.3267593383789,73.72369384765625,136.97000122070312,149.72384643554688,53.94232940673828,285.0,39.0099983215332,108.18665313720705,11.78094482421875
